,SMILES,Price_EUR_10g
58015,Cl.NC1CCC(F)(F)CC1,87
58025,O=C(O)c1cc(Br)cc(Br)c1,30
58026,Fc1ccc(F)c(F)c1F,54
58030,Cc1cnc(Cl)cc1N,70
58047,COc1ccc(Cl)c(C)c1,53
58077,OCc1cccc(Br)c1,26
58106,Cc1cccc([N+](=O)[O-])c1Br,46
58109,CC(S)C(C)S,48
58114,CN(C)c1ccc(O)cc1.Cl,69
58129,Nc1nccc(C(F)(F)F)n1,44
58135,C[C@@H](N)CCO.Cl,29
58140,O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,26
58145,O=C(O)COc1ccc(Cl)cc1,30
58146,CCCCc1ccccc1,26
58149,NNC(=O)CCCCC(=O)NN,21
58150,C[Si](C)(CCl)c1ccccc1,55
58159,CCSCCS,85
58173,Cl.NNC(=O)c1ccccc1F,26
58176,Cc1cccc(C#N)c1F,39
58177,CS(=O)(=O)c1ccccc1,33
58199,Cc1ccc(C(=O)c2ccccc2)c(C)c1,36
58201,COc1ccc(C=O)c(OC)c1OC,30
58202,BrCc1ccccc1CBr,26
58203,O=Cc1c(O)ccc2ccccc12,30
58205,C=CN1CCCCCC1=O,26
58206,OCc1ccncc1,33
58213,Cc1ccccc1CO,29
58219,CCOc1ccc(CO)cc1,33
58225,COc1ccc(O)cc1,30
58229,O=C1OCc2ccccc21,30
58245,CC(CBr)C(=O)O,86
58247,O=CC=P(c1ccccc1)(c1ccccc1)c1ccccc1,48
58264,O=c1[nH]cc(Cl)c(=O)[nH]1,30
58268,Nc1cc(=O)[nH][nH]1,21
58269,C[C@H](CO)NC(=O)OC(C)(C)C,35
58278,Cc1noc(C)c1C(=O)O,63
58285,O=C(O)CCc1ccccc1,30
58286,COc1cc(C#N)cc(OC)c1OC,53
58287,Nc1ccccn1,26
58292,CCc1cccc(CC)c1N,26
58365,CN(C)C#N,64
58366,O=C(O)c1c(F)c(F)cc(F)c1F,49
58382,c1ccc(CCNCc2ccccc2)cc1,73
58392,O=C(O)c1cc(F)ccc1Cl,36
58430,COCCCBr,34
58452,CCc1ccc(NN)cc1.Cl,52
58480,Br.Cc1nn(C)cc1Br,96
58484,CC(C)Oc1cccc(N)c1.Cl,21
58505,C=CCON.Cl,88
58645,OC(c1ccccc1)C1CC1,53
58656,CCC(C)(C)c1ccc(O)cc1,30
58661,CCCCc1cc2ccccc2o1,81
58669,CCCN1CCC(=O)CC1,44
58731,NCCc1c[nH]c2ccccc12,30
58732,CC(C)(C)SSC(C)(C)C,26
58738,Cc1c(C(=O)O)cccc1[N+](=O)[O-],30
58774,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,21
58784,Cl.Nc1ccc2cc[nH]c2c1,89
58816,O=Cc1ccccc1C(=O)O,30
58817,Nc1cc(C(F)(F)F)ccc1C(F)(F)F,26
58818,FC(F)(F)c1ccc2c(c1)Nc1ccccc1S2,21
58821,C#CC(=O)OC,88
58823,COc1cc(F)cc(Br)c1,39
58832,CN(C)CCOCCN(C)C,30
58867,Clc1ccnc(Cl)n1,30
58876,O=C(O)c1ccc(F)c(F)c1,30
58924,C(CC1CCNCC1)CC1CCNCC1,29
58927,O=C(O)CSc1ccncc1,28
58937,CN(C)c1cccc2cccc(N(C)C)c12,30
58939,Cn1c(-c2ccccc2)cc2ccccc21,30
58970,Nn1cnnc1,30
58972,OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O,41
58973,C1CNCCNC1,28
58975,NC(=O)c1c(F)cccc1Cl,26
58979,Cl.Nc1ccc([N+](=O)[O-])cc1,21
59007,O=C(C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)OCc1ccccc1,30
59022,O=C(CBr)c1ccc(-c2ccccc2)cc1,45
59030,CC(C)OCC1CO1,54
59053,OCn1nnc2ccccc21,36
59074,Oc1nc(O)nc(O)n1,26
59079,Cc1c(Cl)ncnc1Cl,61
59094,Cc1ccc(Cl)c(O)c1,29
59097,COc1ccc(O)c(C(C)=O)c1,88
59098,Nc1ccc(Br)c(C(F)(F)F)c1,30
59099,CC(C)(C)OC(=O)N[C@@H](CCC(=O)O)C(=O)O,30
59147,COC(=O)c1c(F)cccc1Br,60
59177,Nc1ncc(C(F)(F)F)cc1Cl,30
59182,CCCCCCCCCCCCCCCCC(=O)O,65
59186,Nc1ccc(C(=O)NCC(=O)O)cc1,53
59191,N#CC[C@@H](O)CCl,55
59192,COC(=O)c1c(C)csc1N,66
59202,CC(=O)c1cccc(O)c1,30
59204,O=C(N[O-])c1ccccc1.[K+],23
59206,COc1ccccc1N=C=O,56
59230,ClCC1OCCO1,30
59282,Nc1ccc(Cl)cc1C(=O)O,30
59283,COCCc1ccc(O)cc1,30
59284,Cc1ccc(C)c(S)c1,54
59286,Clc1ccc2ccccc2n1,46
59291,O=C(CC(=O)C(F)(F)F)c1ccc2ccccc2c1,21
59300,COc1ccc(CC(=O)c2ccc(OC)cc2)cc1,39
59317,Cn1nc(C2CC2)cc1N,89
59330,Fc1ccc(I)cc1Br,46
59343,O=[N+]([O-])c1ccccc1CCl,59
59344,Sc1ccc(Cl)cc1Cl,34
59349,O=C(O)c1ccc(I)cc1F,90
59362,Oc1c(I)cc(I)cc1I,41
59363,CCOC(=O)C1CCCCN1C(=O)OC(C)(C)C,46
59364,CCCCCI,26
59380,C=CC(=O)NC(C)(C)CC(C)=O,26
59421,CCc1ccc(NN)cc1,55
59427,Fc1ccc(CBr)c(Cl)c1,30
59442,c1cc2ccc3cccc4ccc(c1)c2c34,30
59455,O=C(O)c1ccc(Cl)c(Cl)c1,30
59476,NC(=O)c1nccnc1C(=O)O,36
59483,Nc1c(F)c(F)c(F)c(F)c1F,46
59489,Oc1ccc(F)cc1Br,30
59538,O=C(c1ccccc1)c1ccc(F)cc1,21
59553,CCN(C)C(=O)Cl,58
59560,COC(=O)C1CCNCC1,30
59561,Cc1cc(C)c(O)c(C)c1,26
59563,C1CCC2=NCCCN2CC1,30
59568,O=C(CBr)c1cccc(Br)c1,21
59571,COc1cc(OC)nc(N)n1,30
59575,Cc1cccnc1N,30
59582,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,30
59585,O=C(O)c1cccc(C(=O)O)n1,30
59592,O=Cc1cc(Br)ccc1O,30
59599,COc1ccc([N+](=O)[O-])cc1OC,21
59605,COC(=O)c1ccc(Br)cc1N,48
59611,CC(C)(C)OC(=O)Nc1ccc(CO)cc1,70
59627,ClCCCI,39
59629,Nc1cc(Cl)ccc1O,30
59634,NC(CC(=O)O)C(=O)O,30
59637,Oc1ccc(-c2ccccc2)cc1,30
59643,Cc1ccc(N)nc1,30
59656,N=C(Nc1ccccc1)Nc1ccccc1,26
59658,Cc1nc(O)cc(O)n1,30
59681,Nc1ccc(F)cc1[N+](=O)[O-],30
59688,O=C(O)c1ccc(I)cc1,30
59691,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,26
59697,N#Cc1ccncc1,30
59711,O=P(O)(c1ccccc1)c1ccccc1,30
59723,O=C(Cl)c1cccc(C(=O)Cl)c1,26
59727,O=S(=O)(F)[N-]S(=O)(=O)F.[K+],28
59738,OCC1CC=CCC1,26
59743,CN1Cc2ccccc2NC1=O,58
59751,COc1ccc(S(=O)(=O)Cl)cc1OC,25
59752,Cl.NNc1cc(C(F)(F)F)cc(C(F)(F)F)c1,21
59755,Cl.NOCC=CCl,70
59759,O=C(O)c1ccc(O)c(Cl)c1,46
59767,Oc1ccc(Br)cc1Br,26
59805,CC(C)(C)OC(=O)ON=C(C#N)c1ccccc1,65
59809,O=[N+]([O-])c1ccc(F)cc1O,30
59816,CCCCCCCCCCCCO,21
59821,Oc1cccc(C(F)(F)F)c1,30
59824,Cc1ccc([N+](=O)[O-])cc1,21
59825,O=C1CCC(=O)N1Br,30
59826,CC(O)CN,30
59844,Cc1ccc(CC(=O)O)cc1,30
59850,Nc1c(Br)cc(Br)cc1C(=O)O,43
59866,OCc1c[nH]c2ccccc12,33
59868,O=C(O)c1ccc([N+](=O)[O-])c(O)c1,30
59871,CCCCNCCO,26
59888,CC[C@@H](C(N)=O)N1CCCC1=O,23
59909,O=C(O)CC1CCCC1,71
59910,CCCCCCCCCC=O,30
59917,O=c1c2ccccc2oc2ccccc12,30
59920,Nc1ccccc1-c1ccccc1,49
59921,N[C@@H](Cc1ccccc1Cl)C(=O)O,94
59937,C=CCOc1ccc(C(=O)c2ccccc2)c(O)c1,21
59938,COc1cc(C(=O)O)ccc1C,40
59940,Nc1cc(F)ccc1C(=O)O,30
59954,Nc1cccc(Cl)c1F,30
60000,Nc1ccc(Cl)cc1C(F)(F)F,30
60005,O=Cc1ccccc1S(=O)(=O)[O-].[Na+],26
60025,NNC(=O)Nc1ccccc1,88
60030,Cc1cccc(S(=O)(=O)Cl)c1,50
60034,O=C(O)CCC(=O)c1ccc(Br)cc1,75
60038,O=c1[nH]cnc2ccccc12,30
60070,CC(C)C(=O)OCCl,58
60095,O=C(O)c1cc(Br)ccc1F,33
60100,S=C=Nc1cc(Cl)cc(Cl)c1,90
60111,C#CC1(O)CCCCC1,26
60118,Cc1c(N)c(=O)n(-c2ccccc2)n1C,30
60137,c1ccc2nsnc2c1,30
60139,Sc1nnc(S)s1,30
60155,Brc1cnc(I)nc1,45
60201,Cl.Nc1ccc(SC(F)(F)F)cc1,54
60206,O=C(O)c1ccc(OC(F)(F)F)cc1,39
60214,CC(C)(C)OC(=O)NC(=O)OC(C)(C)C,46
60233,CC(C)(C)OC(=O)N[C@H]1CC[C@H](O)CC1,30
60234,O=Cc1ccc(F)cc1C(F)(F)F,36
60255,COC(=O)c1cc[nH]n1,21
60259,CC(=O)Nc1ccc(C)c(C)c1,49
60277,CCSc1nnc(N)s1,70
60280,COC(=O)c1ccncc1,30
60295,CC(C)(C)OC(=O)N[C@@H]1CCCNC1.Cl,21
60296,Oc1ccc2ccccc2c1Br,30
60298,Nc1ncccn1,30
60300,N#Cc1cccc(C(=O)O)c1,36
60303,O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,21
60308,Nc1ccccc1[N+](=O)[O-],50
60314,CNC(N)=O,30
60339,Cl.NNc1ccc(C(F)(F)F)cc1,39
60377,CC(=O)N1CCN(c2ccc(O)cc2)CC1,30
60387,N#CC(C#N)=Cc1ccc(O)cc1,36
60393,N#Cc1ccc(S(=O)(=O)Cl)cc1,83
60402,C#CCBr,26
60408,C=CC1(C)CCC(C(C)(C)O)O1,71
60450,CC(=O)N[C@@H](CC(C)C)C(=O)O,30
60492,COc1cccc(NN)c1.Cl.Cl,21
60501,COc1ccc(OC)c(C(=O)O)c1,41
60502,Nc1ccccc1Nc1ccccc1,31
60522,CCOC(=O)C(N)C(C)C.Cl,61
60559,COC(=O)c1cncc(Br)c1,26
60564,O=S(=O)(NO)c1ccccc1,64
60572,CC[C@H]1CC[C@H](C(=O)O)CC1,41
60585,O=C(O)c1ccccc1Cl,30
60593,Brc1cccc(Br)n1,30
60599,CC(=O)NNC(=N)S,40
60600,Nc1nc(O)cc(O)n1,26
60644,Cc1cc(C)cc(F)c1,41
60653,CC(C)[C@H](N)CO,30
60654,O=C(Cl)C1CC1,26
60692,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,41
60694,CC(=O)CC(=O)C(F)(F)Cl,77
60749,Cc1ccc(S(=O)(=O)[O-])cc1.[Na+],21
60759,Nc1ccccc1O,30
60760,c1ccc2[nH]nnc2c1,30
60764,Oc1ccc(Br)cc1,30
60767,Ic1ccc(-c2ccccc2)cc1,26
60808,Br.Brc1c[nH]c2ncccc12,44
60832,O=[N+]([O-])c1ccc(OC(F)F)cc1,29
60908,O=Cc1ccc(O)cc1F,69
60912,Cc1cc(N)n(-c2ccccc2)n1,30
60913,Nc1cccc(OC(F)F)c1,60
60915,Oc1cc(O)c2ccccc2n1,41
60930,CSc1nnc(S)s1,89
60948,Nc1cc(Cl)cc(Cl)c1O,46
60949,Nc1cccc2c(S(=O)(=O)O)cccc12,26
60972,OCc1ccc(Sc2ccccc2)cc1,33
60995,Cc1cccc2sc(N)nc12,30
60996,c1ccc(-c2cc3ccccc3[nH]2)cc1,30
61073,CC(C)(C)OC(=O)N1CCCCC1,34
61089,N[C@@H]1CCCC[C@H]1N,41
61095,Cc1cc(C)cc(N(C)C)c1,46
61115,Fc1cc(F)c(Br)c(F)c1,31
61172,Cc1nc(Br)ccc1[N+](=O)[O-],48
61173,[Na+].[O-][n+]1ccccc1[S-],30
61178,c1ccc(CSSCc2ccccc2)cc1,30
61180,CCC(CC)(C(=O)O)C(=O)O,47
61181,O=C(O)CCCCCCCC(=O)O,30
61197,CSC(=N)N.CSC(=N)N.O=S(=O)(O)O,26
61220,CC1=CCC(C(C)(C)O)CC1,26
61260,CC(C)(O)CCC(C)(C)O,30
61266,Clc1cnc(Cl)c(Cl)c1,30
61326,Cc1cc(C#N)ccc1Br,63
61344,O=C(O)C1c2ccccc2-c2ccccc21,23
61403,N#CCC(=O)c1ccc(F)cc1,34
61404,CCOC(=O)C(C(=O)OCC)C(=O)OCC,49
61410,Cc1ccccc1NC(=N)NC(=N)N,45
61414,N#Cc1cccc(Oc2ccccc2)c1,89
61417,NC(=O)CBr,30
61433,COc1cc(OC)c(F)cc1N,49
61438,C=CCCC(C)=O,48
61487,Br.O=C(CBr)c1cccnc1,59
61532,CC(C)c1ccc(Br)cc1,30
61535,Nc1cc(F)c(F)cc1F,30
61536,Nc1cc(F)c(F)c(F)c1,30
61541,O=C(Cl)CCCCBr,45
61542,CCOC(=O)CCCCBr,30
61544,COc1ccc(B(O)O)cc1,30
61557,CC(C)(C)OC(=O)N1CC(C(=O)O)C1,48
61558,O=C(O)C1CNC1,48
61560,CCOC(=O)c1c[nH]c2c(F)c(F)c(F)cc2c1=O,21
61575,Cc1cccc(C)c1C(=O)O,45
61576,Oc1cncc(Cl)c1,50
61577,CC(Br)C(=O)OC(C)(C)C,96
61602,FC(F)(F)CI,39
61603,C=C[B-](F)(F)F.[K+],45
61617,COc1ccc(F)cc1F,26
61658,O=C(O)c1c(O)cccc1O,30
61662,O=C(O)[C@H]1C[C@@H](O)CN1,66
61684,CC(=O)Cc1ccccc1Cl,89
61692,O=c1cc(O)cc[nH]1,36
61696,CCN(C=O)CC,21
61699,Oc1cccc2[nH]ccc12,95
61702,ClCOCc1ccccc1,48
61703,O=Cc1nccs1,83
61712,O=c1cc[nH]cc1[N+](=O)[O-],30
61713,CC(=O)c1cnccn1,39
61715,Cc1cc(O)cc(O)c1,54
61716,O=C(O)Cc1ccccc1Br,30
61717,COc1ccc2c(c1)C(=O)CC2,45
61720,CC(C)(C)c1cc(N)no1,49
61741,NC(=O)c1ccc([N+](=O)[O-])cc1Cl,81
61745,O=C(O)c1cc(Cl)cc(Cl)c1Cl,39
61748,CSc1nc2ccccc2s1,26
61753,CCOCC(O)COCC,53
61769,Oc1ncc(C(F)(F)F)cc1Br,58
61772,COC(=O)c1ccc(N)c(Br)c1,46
61776,Cc1ccncc1C#N,54
61783,CC(C)(C)CCO,69
61795,Nc1cc(F)ccc1Cl,33
61803,Cc1cccnc1Br,30
61853,Cc1ccc(O)nc1,31
61862,N#Cc1ccc(F)cc1CBr,69
61926,N#Cc1nc[nH]c1C#N,30
61940,CC1=CCCCC1,41
61945,OCCCF,34
61993,CCOC(=O)C(CC)(CC)C(C)=O,43
62003,CCCCCCCCCCCCCC(=O)O,26
62005,OCc1ccccc1Br,30
62048,COc1cc(C(C)=O)cc(OC)c1O,55
62050,Cc1cc(N)nc(C)n1,94
62053,Cc1ccnn1C,50
62068,O=C(O)c1ccc(I)c(F)c1,59
62098,O=c1[nH]c2ccc(Br)cc2c(=O)o1,50
62112,Cc1cscc1Br,95
62114,OCCCCCCCO,58
62121,CC(CO)CO,30
62157,O=Cc1ccc(Cl)nc1Cl,69
62160,BrCCC1OCCCO1,45
62176,OC1CCOC1,33
62199,COc1cc(F)ccc1Br,26
62202,COc1ccc(F)cc1N,71
62227,Cc1cc(=O)c(C(=O)O)c[nH]1,26
62240,Cc1cnc(N)c(Br)c1,30
62280,Brc1ccc(I)cc1,30
62282,CC(C)(C)OC(=O)NC(=N)N,85
62283,COC(=O)c1ccc(C(C)=O)cc1,46
62297,COC(=O)c1ccccc1Br,30
62303,Nc1cccnn1,60
62312,Clc1cnc2[nH]ccc2c1,48
62322,O=[N+]([O-])c1ccc(O)c(O)c1,90
62324,Nc1ncc(Br)cn1,26
62327,O=C(O)c1ccccc1OC(F)(F)F,36
62329,Brc1cccnc1Br,46
62345,CC(C)=CBr,51
62347,O=C(O)[C@H]1CCCCN1,36
62350,COc1ccc(Br)c([N+](=O)[O-])c1,30
62351,Cn1[nH]c(=O)c(=O)[nH]c1=S,49
62352,N#Cc1ccc(N)cc1C(F)(F)F,30
62367,COc1ccc(C=O)c(Cl)c1OC,55
62381,Ic1c[nH]cn1,51
62384,O=[N+]([O-])c1ccc(Cl)c(Br)c1,30
62402,Clc1ncnc2[nH]ccc12,49
62417,O=S(=O)(Cl)c1cc(Cl)ccc1F,54
62420,OCc1ccc(Br)cc1F,34
62421,CC1CN(C)CCC1=O,26
62431,CCCC(OCC)(OCC)OCC,60
62435,Cn1cnc(S(=O)(=O)Cl)c1,65
62475,O=C(O)c1ccc([N+](=O)[O-])cc1O,56
62501,CC(C)=CCBr,38
62511,Cl.N=C(N)c1ncccn1,49
62515,NOC1CCCCO1,41
62539,O=C(OC(=O)C(F)F)C(F)F,45
62540,CC(C)(C)c1ccc(CN)cc1.Cl,73
62561,Cc1cc(C)cc(C#N)c1,40
62572,O=C(O)Cn1ccnc1,30
62578,O=C(O)Cc1cc(Br)ccc1Br,56
62582,O=C(O)C1(c2ccc(Cl)cc2)CCCCC1,52
62587,O=C(O)c1ccccc1NCc1ccccc1,21
62602,N#Cc1ccccc1N1CCNCC1,92
62643,Cc1ccc(I)cc1N,34
62648,COCC(OC)OC,76
62658,COc1cc(C(=O)O)ccc1[N+](=O)[O-],38
62675,Cc1cc([N+](=O)[O-])cnc1Cl,30
62726,CC1CCc2ccccc2N1,58
62732,O=C(O)c1cc(F)c(F)cc1[N+](=O)[O-],40
62749,O=[N+]([O-])c1ccc(F)c(F)c1F,30
62752,COC(=O)c1cnc[nH]1,61
62778,O=C(Cl)OCC1c2ccccc2-c2ccccc21,30
62785,Oc1cc(Br)ccc1Cl,48
62796,NC(CO)Cc1ccccc1,59
62827,CC(C)(C)ON=O,26
62853,Cc1ccnc(S)n1,31
62859,Cc1ccc(Cl)cc1[N+](=O)[O-],30
62862,Cc1ccc(C(=O)O)c(=O)[nH]1,60
62869,Cc1cccnc1C#N,30
62870,Fc1ccc2cc[nH]c2c1,45
62877,Cc1cccc(C(=O)O)c1I,49
62878,C[C@H]1COC(=O)O1,46
62884,CN(C)C(=O)N(C)C,26
62888,OB(O)c1cccc(CBr)c1,71
62900,O=C(O)CCCNC(=O)OCc1ccccc1,30
62902,O=C(O)CCc1ccc(O)cc1,30
62918,Clc1ccc(Cl)c(Br)c1,30
62976,O=C(O)Cc1ccccc1O,30
62977,Cc1ccc(O)c(N)c1,30
62980,Cl.NCCc1ccc(O)cc1,30
62990,Cc1ccncc1N,30
63031,N#Cc1cccnc1N,55
63045,CCOc1cccc(C(=O)O)c1,74
63056,NC(=S)Nc1ccc(C(F)(F)F)cc1,65
63073,O=C(Cl)Oc1ccc([N+](=O)[O-])cc1,30
63081,NN=Cc1ccccc1O,24
63091,CC(C)(C)OC(=O)N[C@H](CCC(N)=O)C(=O)O,85
63118,Nc1ccccc1SC(F)(F)F,64
63123,COc1cccc(CC#N)c1,30
63158,Cc1sc(N)nc1-c1ccccc1,48
63181,C[Si](C)(C)N=[N+]=[N-],48
63198,OCc1ccc(Cl)s1,64
63199,CCCc1ccc(C(=O)O)cc1,41
63203,O=Cc1cc(Cl)ccc1F,30
63241,Sc1nc(-c2ccccc2)c[nH]1,85
63284,O=C(C(Br)Br)C(F)(F)F,29
63295,Cn1cc(Br)cn1,30
63307,N#Cc1ccc(Br)cc1C(F)(F)F,94
63321,Oc1ccccc1C(F)(F)F,30
63349,CCCCCC(C)O,29
63353,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,35
63375,BrCCC1OCCO1,45
63377,CC(O)c1ccccc1Cl,43
63396,Nc1cc(Br)ccc1F,30
63397,O=C(c1ccc(Br)cc1)C(F)(F)F,60
63408,BrCCOC1CCCCO1,78
63417,COCN(Cc1ccccc1)C[Si](C)(C)C,33
63468,N#CCc1cccnc1,95
63473,O=C1CC(C(=O)O)C1,45
63504,COC(=O)c1sccc1Br,60
63507,Oc1ccc2cccc(O)c2n1,46
63512,O=C(O)c1ccc(Cl)nc1Cl,44
63516,OCCCN1CCCCC1,89
63518,Cc1ncccc1O,66
63524,COc1ccc(Cl)c(N)c1,50
63527,N#Cc1cc(F)c(F)c(F)c1,26
63528,Cc1cc(C)cc(C=O)c1,74
63548,OCCc1ccc(Cl)cc1,30
63585,NCCCCC(=O)O,85
63587,Cc1ccc(S(=O)(=O)O)cc1.O,21
63590,O=C(O)c1c(F)ccc(Cl)c1F,80
63592,CC(C)NN.Cl,41
63609,ClCCSc1ccccc1,40
63628,NC(=O)CC[C@H](N)C(=O)O,30
63667,NC(=S)Nc1ccc(F)cc1F,47
63710,Cc1cccc(C#N)n1,45
63767,CC(C)(C)OC(=O)N1CCCCC1C(=O)O,30
63774,CS(=O)(=O)c1cccc(S(=O)(=O)Cl)c1,89
63775,COC(=O)c1ccc(Cl)cc1O,57
63779,Cc1cccc(CN)c1,56
63780,Cl.Cn1c(=NN)sc2ccccc21,74
63792,Cc1cccc(C#N)c1C,76
63793,CCOc1cccc(C=O)c1,55
63842,CC(C)OC(=O)[C@H](C)N,26
63869,S=C=Nc1c(Cl)cccc1Cl,65
63870,CC(C)(C)OC(=O)N1Cc2ccccc2C[C@@H]1C(=O)O,82
63872,O=C(O)c1cc(Cl)ccc1Br,30
63881,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)O,77
63890,NNc1ncccc1Cl,36
63898,O=C(O)CCc1ccc([N+](=O)[O-])cc1,49
63907,Nc1ccc(F)cc1N,38
63960,N#CCc1ccc(OC(F)(F)F)cc1,25
63993,O=c1[nH]cnc2cc(F)c([N+](=O)[O-])cc12,29
64014,CC(c1ccc(O)cc1)c1ccc(O)cc1,79
64021,COC(=O)C(N)CO,30
64025,O=c1nc[nH]c2[nH]ncc12,26
64026,FC(F)(F)c1cnc(N2CCNCC2)c(Cl)c1,99
64056,CCOC(=O)C(=O)CC(C)=O,41
64059,O=C(O)COc1ccccc1Br,91
64072,C[C@H](N)C(N)=O,30
64116,CCOC(=O)CC(=O)CC(=O)OCC,30
64120,Cn1cc(N)cn1,36
64121,O=C(Cl)CCCCCl,36
64126,CC(Br)C(=O)Br,26
64166,OCc1ccncc1F,28
64238,O=C(c1ccccc1)C(Cl)c1ccccc1,25
64239,COc1cc(N)c(Cl)cc1C(=O)O,48
64240,Br.O=C(CBr)c1ccccn1,83
64242,Cc1ccc(I)cc1Br,71
64248,COc1cnc(Cl)nc1,64
64252,COc1ccc2c(c1)CCCC2=O,30
64260,CCCCCCCCCN,81
64288,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,30
64290,FC(F)(F)Oc1cc(Br)ccc1I,49
64298,COc1ccc(N)c([N+](=O)[O-])c1,30
64300,CCOc1ncccc1C(=O)O,34
64304,Cc1cc(N)c(N)cc1Br,73
64346,Cc1cc(S(=O)(=O)Cl)c(F)cc1Br,76
64394,CC(C)(C)OC(=O)NOCc1ccccc1,84
64399,Brc1ccc(Br)c(I)c1,34
64403,Cc1cc(C)nc(S)n1,31
64418,N#Cc1ccc(F)c(N)c1,96
64448,O[C@@H]1CCCC[C@H]1O,38
64450,NC(=O)Cc1cccs1,55
64475,CS(=O)(=O)N1CCNCC1.Cl,56
64476,Nc1c(Cl)cc(C(F)(F)F)cc1Cl,26
64479,CC(C)(C)OC(=O)N1Cc2ccccc2C[C@H]1C(=O)O,29
64481,BrC1CCOCC1,90
64540,O=Cc1cccc(O)c1Br,90
64625,COC(=O)COc1ccccc1,26
64641,CC(C)[C@H](CO)NC(=O)OC(C)(C)C,43
64732,Clc1nc2ccc(Br)cc2s1,54
64746,O=C(O)CCCCCCCCCBr,30
64751,Oc1ccc(Br)c(C(F)(F)F)c1,65
64752,Oc1ccc(Br)c(Cl)c1,69
64755,NCC(F)F,66
64767,ClCC1(CCl)CC1(Br)Br,73
64773,COc1cc(F)cc(C=O)c1,81
64777,OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,21
64778,Cc1ccc2cccc(O)c2n1,26
64780,C=CC1CC=CCC1,97
64795,O=C1OC(=O)[C@@H]2CCCC[C@H]12,30
64799,Cc1ccc(O)cc1Cl,58
64800,Cc1ccc(N)c(S(=O)(=O)O)c1,26
64824,O=C(O)CCCC(=O)O,30
64826,O=C(O)c1ccc(C(=O)O)cc1,30
64851,O=Cc1cc(F)cc(Br)c1,86
64874,COc1ccc(OC)c(C)c1,48
64875,BrC1CCCCCC1,79
64881,COC(=O)c1cc(Br)cc2[nH]ccc12,49
64897,Cl.N=C1CSC(N)=N1,81
64913,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,30
64914,O=C(O)c1ccccc1C(=O)c1ccccc1,30
64916,N#Cc1ncc(C(F)(F)F)cc1Cl,64
64929,O=C(CCl)NCCc1c[nH]c2ccccc12,90
64930,CCC(C)S,26
64931,N[C@H](CCc1ccccc1)C(=O)O,53
64941,OC12CC3CC(CC(C3)C1)C2,21
64944,CNc1ccc(O)cc1,26
64951,COC(=O)C(N)Cc1ccccc1,30
64963,N#CC1CCCC1=O,82
64967,O=[N+]([O-])c1cc(F)c(F)cc1[N+](=O)[O-],96
64984,NCc1cccc2ccccc12,95
64988,CCN(CC)CCNC(=O)c1ccc(N)cc1,33
64994,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],26
64998,CCOC(=O)C(F)C(C)=O,38
65000,C=C(C)C(=O)OCCO,21
65001,OCCc1ccc(Br)cc1,41
65009,N[C@@H](CO)c1ccccc1,30
65010,Cc1cc(Cl)nnc1Cl,30
65017,Cc1cc(C#N)cc(C)c1O,30
65018,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,30
65023,N[C@@H](CCc1ccccc1)C(=O)O,33
65028,COc1cc2nccc(Cl)c2cc1OC,28
65039,Cc1ccc(C=O)cc1F,58
65040,CSc1ccccc1O,53
65045,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,26
65066,COC(=O)C(N)Cc1ccc(O)cc1,29
65075,COC(=O)c1n[nH]c2ccccc12,25
65089,COC(=O)Cc1ccc(C)cc1,94
65113,OCCOCCOc1ccccc1,26
65114,O=Cc1cccc(Br)c1F,64
65180,Cc1ccc(NN)c(Cl)c1.Cl,77
65197,COc1cc(C#N)ccc1F,41
65287,COc1cccc(N)c1C(=O)O,59
65328,O=C1Cc2cc(F)ccc2N1,46
65379,Fc1cccc(CBr)c1F,44
65408,COc1c(F)c(F)cc(C(=O)O)c1F,26
65430,COc1cc(Br)c(C=O)cc1OC,30
65431,CC(O)c1ccc(F)cc1,21
65442,CC(C)c1ccc(NN)cc1.Cl,69
65446,Cc1ccc(Cl)c(Br)c1,34
65455,CC(=O)Oc1ccc(C=O)cc1,84
65456,Clc1ncc(Br)cc1Br,91
65457,Cc1cc(O)cc(C)c1N,69
65469,O=C(Cl)Cc1cccs1,26
65474,C=C1CCC2(C(C)C)CC12,89
65477,CCOc1ccc(C(=O)CCC(=O)O)cc1,66
