,SMILES,Price_EUR_10g
174467,N#Cc1ccc(F)cc1Cl,30
174468,O=C(O)c1c(F)cccc1Br,54
174470,Nc1ccc(I)cn1,30
174482,FC(F)(F)c1cc(Cl)nc(Cl)n1,84
174485,O=c1[nH]cnc2ccc(I)cc12,28
174488,O=[N+]([O-])c1cnc(Cl)c(Br)c1,46
174497,O=C(O)c1cc([N+](=O)[O-])c(F)cc1Cl,55
174508,Cc1nc(N)cc(Cl)n1,66
174515,Nc1ccc(Br)nc1,46
174526,NCc1ccc(Br)cc1F,69
174528,Cc1cnc(Cl)c(N)c1,44
174534,N#Cc1ncccc1Cl,51
174536,Clc1cc(Br)cnc1Cl,41
174539,N#Cc1ncccc1F,66
174546,Fc1cc(I)ccn1,49
174549,Cc1csc2c(Cl)ncnc12,90
174551,C[n+]1ccccc1Cl.[I-],30
174569,Cc1cc(Cl)cnc1Br,90
174600,N#Cc1ccc(Cl)cc1F,44
174603,N#Cc1cc(Cl)ccc1F,33
174608,Fc1ccc(Br)c(F)c1,30
174614,N#Cc1ccc(Br)cc1,30
174646,N#Cc1cccnc1F,55
174647,CCc1ncnc(Cl)c1F,45
174651,O=C(O)c1ccc(F)cc1[N+](=O)[O-],48
174652,O=C(O)c1ccc(Br)c(C(F)(F)F)c1,83
174665,Cc1ccc(N)c(Cl)n1,75
174673,C[C@@H](N)c1ccc(Br)cc1.Cl,99
174726,Clc1cc(Cl)ncn1,30
174730,CSc1ncc(Cl)c(C(=O)O)n1,46
174732,Clc1cccnc1Cl,30
174737,Nc1ccc(Cl)nc1,30
174739,COC(=O)c1cc(Cl)ccn1,26
174740,O=C(O)c1ccnc(Cl)c1,30
174741,CS(=O)(=O)c1ccccc1F,76
174768,N#Cc1cc(F)c(Cl)nc1Cl,30
174775,CC(C)(C)OC(=O)c1ccc(F)cc1,33
174780,C[C@H](N)c1ccc(Br)cc1,73
174835,Cl.NCc1ccc(Br)cc1,45
174836,Cc1ccc(Br)s1,30
174838,Cc1ccc(N)cc1Br,30
174843,Cc1cc2ccccc2nc1Cl,82
174844,Cc1ccsc1Br,30
174846,COC(=O)c1ccccc1F,26
174847,NS(=O)(=O)c1ccc(F)c(F)c1,62
174848,Cc1ccnc(Cl)c1,30
174851,FC(F)(F)c1ccccc1Br,30
174853,Cc1cc([N+](=O)[O-])ccc1F,30
174856,Clc1ccc(Br)cn1,30
174871,Nc1cc(F)c(F)cc1I,43
174878,Cc1ccc(Br)c(N)c1,26
174881,Nc1c(Cl)cc(F)cc1Br,59
174883,OB(O)c1cccnc1Cl,61
174884,N#Cc1ccc(F)c(Br)c1,26
174896,FC(F)(F)c1cc(I)ccc1Cl,36
174941,NC(CC(=O)O)c1ccc(Cl)cc1,53
174955,Cc1ccc(C#N)c(Cl)n1,68
174959,CNCc1cccc(Br)c1,37
174960,N#Cc1ccc(Cl)nc1,41
174965,Cc1ccc(Br)cn1,30
174966,N#Cc1cccc(Br)c1,30
174972,CC(=O)c1ccccc1I,48
174979,Nc1nc(Cl)c2[nH]cnc2n1,26
174982,COc1cc(Cl)nc(N)n1,30
174985,O=C(c1ccc(Br)cc1)C1CC1,90
174987,Cc1nc(Cl)c2cc[nH]c2n1,83
174996,O=C(O)c1cc([N+](=O)[O-])cnc1Cl,51
175012,COC(=O)c1cccc(Cl)n1,49
175016,CNc1ncc(Br)cn1,66
175020,O=[N+]([O-])c1ccc(F)cc1C(F)(F)F,30
175033,COC(=O)c1cnc(Br)s1,64
175056,Nc1ccc(C(=O)[O-])cc1.[K+],30
175057,C=CCOC(=O)NCCCC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,78
175086,NCc1ccccc1Br,33
175088,Cc1cc(C)c(Br)cc1C,29
175091,N#Cc1ncc(Cl)cc1Cl,38
175093,Nc1ccc(Br)cc1N,35
175095,Brc1cnc(N2CCNCC2)nc1,95
175107,Cc1ccc(C(=O)O)c(F)c1,58
175109,N#Cc1ccc(Cl)cn1,41
175115,COC(=O)c1ccc(F)c(F)c1F,56
175123,COC(=O)c1ccc(Cl)nc1Cl,57
175138,COC(=O)c1cc(Br)ccn1,90
175143,Nc1ccc(OC(F)(F)F)cc1Br,30
175151,Nc1ncnc(Cl)c1Cl,90
175162,Cl.NCCc1ccccc1Br,60
175166,Clc1ccc(I)cc1,30
175215,Clc1ncnc2nc[nH]c12,26
175232,CCOC(=O)c1cccnc1Cl,30
175233,COc1ccc(Cl)nn1,36
175236,O=C(O)c1cccc(C(F)(F)F)c1F,39
175238,N#Cc1cc(C(F)(F)F)ccc1F,29
175249,O=C(O)c1cccnc1Br,38
175267,COc1cccnc1Br,61
175272,Nc1cc(F)c(Br)cc1F,46
175274,Cc1cc(C(=O)O)ccc1Br,30
175277,CCOC(=O)c1cncc(Br)c1,26
175279,Cc1ccccc1S,41
175313,C=CCOC(=O)CC[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,96
175314,N#CCCNCC(=O)O,44
175344,O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,46
175349,COC(=O)c1cc(Br)c[nH]1,73
175352,CNc1cccc(Br)c1,93
175355,Nc1cccnc1Br,48
175356,N#Cc1cc(Br)ccc1N,30
175361,COc1cnc(Cl)nc1Cl,26
175365,CS(=O)(=O)c1ccc(Br)cc1,29
175366,Nc1c(F)cccc1Br,45
175376,Nc1ccc(Br)c(Cl)c1,30
175383,N#Cc1ccc(C(F)(F)F)cc1Br,83
175386,Clc1nc(-c2ccccc2)nc2ccccc12,71
175393,O=C(O)c1ccc(Cl)nc1,30
175396,CC(N)c1ccc(Br)cc1,46
175397,O=C(O)CNS(=O)(=O)c1ccc(Br)cc1,21
175411,Cc1ccnc(Cl)c1Br,63
175473,O=[N+]([O-])c1ccc(Cl)cc1I,91
175475,N#Cc1ccc(I)cc1,36
175477,Fc1ncccc1I,68
175478,Nc1cc(Cl)ncn1,26
175481,Nc1ccncc1I,76
175491,Nc1cc(Cl)ccc1Br,46
175493,Cc1nnc(Br)s1,68
175502,COC(=O)c1cnc(Cl)cc1Cl,54
175506,CCc1cc(Br)ccc1N.Cl,26
175512,Cc1n[nH]cc1Br,30
175515,COC(=O)c1ccc([N+](=O)[O-])cc1Cl,30
175516,O=C(O)c1ccc(F)cc1Cl,30
175528,O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,30
175532,CCOC(=O)CCC(=O)c1ccc(Br)cc1,50
175535,N#Cc1cc(Br)ccn1,78
175546,O=C(O)c1ncccc1Br,61
175548,O=C([O-])c1ccc(Cl)nn1.[Na+],60
175549,OB(O)c1cccc(Br)c1,39
175561,Cl.NC(CC(=O)O)c1cccc(F)c1,85
175596,N[C@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O.O,31
175604,Nc1nnc(Br)s1,33
175622,O=C(O)c1cccc(Cl)c1F,38
175641,Cc1ccc(N)c(Cl)n1.Cl,71
175657,Cc1ccc2ccccc2c1Br,26
175658,CC(=O)c1ccc(F)c([N+](=O)[O-])c1,45
175661,O=S(=O)([O-])c1ccc(Cl)cc1.[Na+],30
175665,O=[N+]([O-])c1ccc(Cl)nc1,30
175666,O=C(O)c1cccnc1Cl,30
175684,O=C(O)c1cccc([N+](=O)[O-])c1F,55
175702,N[C@H](C(=O)O)C1CCCCC1,31
175707,N[C@@H](Cc1ccc(I)cc1)C(=O)O,71
175758,NCc1ccc(Br)cc1,49
175767,Nc1cncc(Cl)n1,33
175775,Nc1cc(F)c(F)cc1Br,60
175781,Fc1ccc(C(F)(F)F)cc1Br,30
175795,Nc1cccnc1Cl,30
175797,O=C(O)c1ccccc1I,30
175798,Cc1cc(Br)c2c(c1N)C(=O)c1ccccc1C2=O,93
175800,COC(=O)Cc1ccc(Br)cc1,21
175801,N#Cc1cc([N+](=O)[O-])ccc1Cl,30
175803,COc1cc(Br)ccc1C#N,44
175816,O=C(O)c1cccc([N+](=O)[O-])c1Br,61
175827,Ic1ccc2c(c1)CCO2,91
175838,O=C1CCc2ccc(Br)cc21,44
175844,Cl.NC(CCc1ccccc1)C(=O)O,50
175847,Cl.NC(Cc1ccc(Cl)cc1)C(=O)O,34
175879,Nc1cc(Br)ccc1I,54
175896,N#Cc1ccccc1I,33
175899,COc1ccc(Br)c(OC)c1,30
175902,O=[N+]([O-])c1cc(Br)ccc1F,30
175903,Nc1ccc(F)cc1Br,30
175904,Cc1ccc(F)c(C#N)c1,73
175913,Clc1ccc(Cl)nc1,30
175922,Clc1cccc(I)c1,30
175925,COC(=O)c1ccc(Cl)cn1,77
175926,Cc1cc(Cl)ccn1,58
175934,Clc1ccncc1Br,40
175939,Nc1ccccc1I,30
175950,Brc1ccc2occc2c1,91
175951,COC(=O)c1cc(C)nc(Cl)c1,69
176002,Clc1nc(Cl)c2ccccc2n1,50
176014,Cc1cncc(Br)c1,59
176018,O=C(O)c1ccc(Cl)cn1,38
176020,O=C(O)c1ccc(Br)cc1I,84
176036,Cc1ccc(I)c(C(=O)O)c1,30
176046,O=C(O)c1ccc(Br)cc1,30
176048,Nc1cc(Cl)nc(Cl)c1,58
176056,Nc1cc(Cl)nc(N)n1,26
176059,Fc1cc(Br)cnc1Cl,35
176061,O=C(O)c1cc(F)c(F)cc1Cl,50
176062,Clc1cc(Cl)c(Cl)nc1Cl,36
176065,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,26
176077,OB(O)c1ccccc1Br,60
176081,COC(=O)c1cc(Br)ccc1C,30
176084,CCN(CC)C(=O)c1ccc(Br)cc1,40
176109,Fc1ccc(C(F)(F)F)cc1CCl,36
176112,Fc1ccc(CBr)cc1C(F)(F)F,63
176113,CC(O)C(N)C(=O)O,30
176125,CC(C)(C)OC(=O)N[C@@H](CO)C(=O)O,26
176127,Nc1ncc(C(=O)O)s1,31
176136,Brc1ccc(I)cn1,48
176165,Nc1ncc(F)cc1Br,91
176167,COC(=O)c1ccc(Br)o1,48
176169,O=C(O)c1ncccc1F,90
176183,FC(F)(F)c1ccc(Cl)nc1,30
176190,O=[N+]([O-])c1cccc(Cl)c1Cl,30
176192,COc1cccc(Br)c1,30
176193,FC(F)(F)c1ccc(Br)cc1,30
176206,OB(O)c1ccc(CBr)cc1,83
176241,Nc1ncc(Cl)cc1I,81
176244,FC(F)(F)c1ccnc(Cl)c1,50
176245,Cc1c(N)cccc1Br,45
176254,N#Cc1cc(F)ccc1F,30
176255,FC(F)(F)c1ccc(Br)nc1,30
176256,NCCc1ccc(Br)cc1,58
176259,Fc1ccnc(Cl)c1,58
176284,CC(=O)c1ccc(-c2ccc(Br)cc2)cc1,40
176337,Clc1ncc(I)cn1,76
176338,Nc1cc(C(F)(F)F)ccc1Br,30
176340,O=c1cccc(Cl)[nH]1,29
176343,Nc1ccnc(Cl)n1,48
176346,Nc1nccc(Cl)n1,48
176348,COc1ncc(Br)cc1N,83
176353,Cc1cccc(F)c1C(=O)O,94
176355,O=C(O)c1cc([N+](=O)[O-])ccc1Br,65
176356,O=C(O)c1cc(Br)cnc1Cl,30
176367,Fc1ncccc1Br,46
176368,Fc1cccc(Br)c1C(F)(F)F,74
176379,CC(=O)c1ccc(Br)c(N)c1,85
176389,O=C(O)c1cc(Cl)cnc1Cl,53
176400,Brc1cccc2ccccc12,30
176413,CN(C)C(=O)CCl,54
176456,CCOC(=O)c1nc(N)sc1Br,33
176461,O=C(O)c1ccc(Cl)c(I)c1,38
176472,Clc1ncccc1Br,30
176473,Nc1nc(Cl)c(C=O)c(Cl)n1,83
176476,Clc1ccnc(Cl)c1,30
176479,N#Cc1ccc(F)c(F)c1,30
176504,FC(F)(F)c1cccc(Br)c1,30
176507,Brc1nccs1,30
176511,FC(F)(F)c1cnc(Cl)c(Cl)c1,30
176515,O=[N+]([O-])c1ccccc1Cl,26
176516,Cc1ccc(N)c(Br)c1,30
176545,CCCCCCCCCCCCCCCCCCCCCCBr,33
176572,Nc1nc(-c2ccc(Br)cc2)cs1,41
176573,Nc1ccnc(Br)c1,58
176593,C[C@@H](N)c1ccc(Br)cc1,66
176594,N#Cc1ccccc1Br,30
176598,Clc1cnccn1,30
176599,O=C(O)c1ccc(Br)cc1F,30
176614,Fc1ccc(Br)c2ccccc12,26
176627,Clc1ccc(Br)cc1I,79
176640,CCOC(=O)CCCBr,30
176642,CC(C)Cl,21
176727,O=C([O-])c1cc(Cl)cnc1Cl.[Na+],50
176732,Cc1cc(C)nc(Cl)c1,66
176736,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,26
176737,CC(=O)c1ccccc1Br,34
176741,N#Cc1ccc(N)c(I)c1,54
176752,O=C(O)c1ccc2ccccc2c1Br,78
176755,CCCCCCCCCCl,23
176757,CCOC(=O)C(F)(F)Cl,26
176759,C=C(Cl)CCl,31
176760,ClCCBr,30
176762,CCOC(=O)C(F)(F)Br,36
176771,CC(=O)NCCCl,95
176772,N#Cc1ccc(CBr)cc1,26
176773,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,30
176774,CCCCCCBr,30
176776,BrCC1CCCCC1,33
176778,ClCc1cccc2ccccc12,26
176781,CC(C)(C)Cl,30
176782,CCC(C)Cl,26
176783,CCCCCCCBr,30
176784,O=S(=O)([O-])CCBr.[Na+],26
176849,Nc1ccc(Br)cc1C(=O)c1ccccc1,90
176852,Nc1c(F)cc(I)cc1F,59
176860,Fc1ccc(Cl)c(Br)c1,30
176879,Nc1ncnc2[nH]nc(I)c12,46
176881,Brc1cncs1,76
176895,Cl.ClCCN1CCCC1,30
176903,COc1ccc(C(C)=O)cc1CCl,86
176912,CCC(Br)C(=O)OC,26
176948,Cc1c(Cl)cccc1Br,30
176950,Nc1cc(Cl)cnc1Br,51
176960,Cc1ccc(Cl)nn1,89
176963,COc1ccc(Br)cc1OC,30
177005,Brc1ccc2c(c1)OCCO2,54
177016,C=CCCCCBr,30
177031,C=CCCBr,30
177037,FC(F)Oc1ccccc1CBr,88
177103,COC(=O)c1nc(Br)cnc1N,69
177107,COC(=O)c1cnc(Cl)nc1,74
177143,NCc1cc(F)ccc1Br,75
177168,N#CCS(=O)(=O)c1ccc(Cl)cc1,26
177194,ClCc1ccc(Cl)cc1,30
177208,BrCCCOCc1ccccc1,68
177245,Cl.N[C@H](CC(=O)O)Cc1ccccc1,21
177268,O=C(O)c1cnc(Cl)nc1,98
177270,Brc1ccc2oc3ccccc3c2c1,49
177280,Fc1cccnc1Cl,30
177305,O=C(c1ccccc1)c1cccc(Br)c1,74
177316,Brc1ccc2cn[nH]c2c1,33
177319,O=[N+]([O-])c1cnc(Cl)c(C(F)(F)F)c1,96
177438,COc1cc(N)ccc1Br,38
177447,COc1ccc(N)c(Br)c1.Cl,69
177476,FC(F)(F)c1ccc(Br)cn1,64
177483,Cc1cc(Cl)ccc1C#N,58
177487,O=C(O)c1cc(C(F)(F)F)ccc1Cl,41
177488,O=C(O)c1cc(Cl)c(F)c(Cl)c1,79
177517,BrCCOCc1ccccc1,45
177561,CC(=O)c1ccc(Br)nc1,80
177571,O=[N+]([O-])c1c(F)cccc1Br,83
177572,Fc1cccc(F)c1I,26
177622,O=C(O)c1ccnc(Cl)c1Cl,89
177631,CCCNc1cc(Cl)ncn1,38
177701,COC(=O)c1ccc(Br)nc1,45
177706,COC(=O)c1cnc(Cl)c([N+](=O)[O-])c1,71
177715,Cc1cc(N)ncc1I,68
177716,N#Cc1cc(Br)cnc1Cl,73
177720,O=C(O)c1cc(I)cc(I)c1I,45
177729,FC(F)(F)c1cc(Br)cnc1Cl,56
177740,FC(F)(F)c1cc(I)cc(Cl)n1,93
177742,FC(F)(F)c1ccc(Cl)c(Br)c1,30
177748,COC(=O)c1cc(F)c(F)c(F)c1,30
177814,Fc1cc(F)c(Br)cc1F,30
177815,O=C(O)c1cc(Cl)ncc1Br,76
177818,CCOC(=O)c1ccc(F)cc1Br,21
177832,O=C(O)c1ccc(Cl)cc1[N+](=O)[O-],30
177834,Clc1cccc(Cl)n1,30
177835,COC(=O)c1ccc([N+](=O)[O-])cc1F,75
177859,COC(=O)c1ccccc1I,26
177889,CS(=O)(=O)c1ccc(F)cc1,43
177891,CCOC(=O)c1cnc(Br)s1,41
177894,Nc1ccccc1Br,30
177896,Brc1ccccc1,30
177942,CCOC(=O)c1csc(Br)n1,49
177947,COc1ncc(Cl)cc1Br,49
177957,NS(=O)(=O)c1ccc(F)cc1,21
177961,O=C(O)c1cc(F)ccc1F,30
177968,Cc1cc(Cl)ncc1N,58
178001,COc1cc(Br)ccc1N,44
178002,Brc1ccc2c3c(cccc13)CC2,69
178006,O=C(O)c1c(F)cccc1[N+](=O)[O-],46
178012,CSc1ccccc1I,91
178018,Brc1cccs1,26
178021,Cc1cccc(Br)c1,30
178042,Fc1ccc(C(F)(F)F)c(CBr)c1,48
178059,Ic1c[nH]c2ncccc12,22
178080,Cc1cccc(C(=O)O)c1Cl,34
178084,Br.Nc1ncc(Br)s1,30
178088,NS(=O)(=O)c1cccc(Br)c1,33
178099,Ic1ccc(OCc2ccccc2)cc1,30
178102,Cc1cc(Br)c(Cl)cc1N,45
178127,Nc1ccc(I)cc1Cl,35
178133,CNCc1ccccc1Br,91
178201,O=C(O)c1ccc(Br)c2ccccc12,30
178297,COC(=O)c1cccc(Br)n1,35
178305,C=CC1COC(=O)O1,30
178326,Fc1ccc(CCl)cc1F,36
178425,Fc1cccc(Cl)c1Br,60
178444,N#Cc1ccc(CCl)cc1,39
178464,O=C1c2ccccc2C(=O)N1CCBr,30
178466,Clc1ccc(C(Cl)c2ccccc2)cc1,29
178468,ClCc1c(Cl)cccc1Cl,30
178470,CCOC(=O)c1cnc(SC)nc1Cl,30
178472,Cc1ccc(I)c(Br)c1,30
178527,O=[N+]([O-])c1ccc(CCl)cc1,30
178536,BrCc1cccc(Br)c1,30
178542,O=C(CCl)Nc1ccc(C(F)(F)F)cc1,25
178548,BrC1c2ccccc2-c2ccccc21,48
178629,Fc1cccc(Cl)c1CBr,58
178647,COC(=O)c1cccc(Br)c1C,41
178662,NS(=O)(=O)c1cnccc1Cl,66
178689,Clc1ccccc1I,30
178696,Clc1cc(I)cc(Cl)n1,90
178712,CCOC=CC#N,45
178782,Clc1cncc(Cl)c1Cl,30
178800,N#Cc1cccnc1Cl,30
178807,COc1ccc(OC)c(Br)c1,30
178908,Nc1cccc(I)c1,30
178912,O=C(O)c1cccc([N+](=O)[O-])c1Cl,80
178927,CC(C)(C)OC(=O)CCl,26
178930,FC(F)(F)c1ccc(CBr)cc1,34
178981,N#Cc1ccc(C(F)(F)F)cc1F,61
178989,O=C(O)c1cc(Cl)ncc1C(F)(F)F,74
178995,Cc1cc(N)ncc1Br,26
179039,Cc1cccc(C)c1Br,30
179047,BrCc1ccc2ccccc2c1,36
179063,BrCC1OCCO1,30
179090,IC1COC1,90
179104,Nc1ccc(Cl)cc1Br,30
179105,Ic1cn[nH]c1,26
179127,Clc1ccnc(Br)c1,54
179138,Clc1ccncc1,28
179229,N#Cc1cc(Cl)ccc1Cl,50
179279,FC(F)(F)c1cccc(I)c1,30
179282,Nc1cc(F)ccc1Br,30
179284,Clc1cnc(Br)c(Cl)c1,26
179286,O=C(O)c1ccc(F)cn1,89
179295,N#Cc1ccc(Br)cc1Cl,45
179313,COc1ccc(Br)cc1C(F)(F)F,58
179338,ClCCN1CCCC1,30
179356,COC(=O)c1cc(N)cc(Br)c1,95
179371,O=C(O)c1cc(Cl)ccn1,30
179372,COC(=O)c1cc(Cl)ccc1[N+](=O)[O-],21
179386,Cc1[nH]nc(C(F)(F)F)c1Br,87
179444,FC(F)(F)c1ccc(Br)cc1Cl,30
179480,CCOc1ccc(Br)cn1,33
179490,CC(=O)OCC=C(C)C,26
179525,Nc1cc(OC(F)(F)F)ccc1Br,39
179620,COC(=O)c1ccc(Br)c(C)c1,26
179624,CCCCc1ccsc1Br,25
179637,Cc1n[nH]c2ccc(Br)cc12,91
179750,Nc1ccc(I)c(F)c1,46
179786,Cc1cnc(Cl)cc1N.Cl,67
179835,CCCCC1=NC2(CCCC2)C(=O)N1.Cl,33
179861,N#Cc1ccc(Br)c(Cl)c1,61
179950,CN(C)c1ccc(Br)cn1,93
179974,O=S(=O)(c1ccccc1)n1cccc1,78
179982,COc1ccncc1[N+](=O)[O-],68
179985,CC(C)(C)OC(=O)n1ccc2cc(Br)ccc21,42
179991,CCOC(=O)Cc1ccc([N+](=O)[O-])cc1,26
180023,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1.O,34
180037,Nc1cccc(C(F)(F)F)c1Br,78
180043,Nc1ncc(Br)nc1Cl,60
180062,COc1cc(Br)cc(OC)c1OC,48
180144,Brc1cccc(OCc2ccccc2)c1,26
180199,O=C(O)c1ccc(Cl)cc1C(F)(F)F,89
180221,CC(C)C(C)(C)O,97
180246,O=C(O)c1ccc(F)c(C(F)(F)F)c1,60
180265,O=C(O)Cc1cc([N+](=O)[O-])ccc1F,45
180340,Cc1ccc([C@@H](C)N)cc1.Cl,86
180478,COC(=O)c1cccc(N)n1.Cl,23
180502,Cc1cc(C)c(N)c(Br)c1.Cl,39
180548,CCOC(=O)C1CCNCC1,26
180554,NC1CCN(Cc2ccccc2)CC1,30
180606,COc1ccc(Cl)c(Br)c1,36
180674,CC(C)C(NC(=O)c1ccccc1)C(=O)O,57
180727,Nc1ncnc(Cl)c1F,70
180835,Cc1ccccc1N=[N+]=[N-],90
180840,[N-]=[N+]=Nc1ccc(C(=O)O)cc1,89
180871,O=C1OC(O)c2ccccc21.O=Cc1ccccc1C(=O)O,89
180873,CCOC(=O)C1CCCCN1.Cl,41
180874,CC(C)(C)OC(=O)N[C@H]1CCCNC1,58
180880,CC[C@H](N)C(=O)OC.Cl,48
180982,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,30
181012,CC(=O)NCCN,45
181015,O=CC(Br)=C(Br)C(=O)O,30
181017,CCOC(=O)N1CCC(N)CC1,50
181020,CCOC(=O)/C=C/C(=O)O,30
181053,CC(C)(C)OC(=O)N[C@@H](CCc1ccccc1)C(=O)O,45
181058,Fc1cc(Cl)cc(Br)c1Cl,44
181061,Cc1ccc(I)cc1C,26
181062,Cc1c(N)ccc(Br)c1Cl,59
181080,COC(=O)c1c(N)cccc1F,66
181089,O=C(O)c1cccc(B(O)O)c1,30
181102,O=C(O)Cc1ccc(Br)cc1F,60
181149,O=C(O)C1CN(C(=O)OCc2ccccc2)C1,81
181157,O=C(O)c1cc(O)c(Br)c(O)c1,30
181159,COC(=O)c1ccc(C)cc1Br,74
181161,Nc1nc(Cl)ncc1Br,98
181162,Fc1cc(Br)cc(F)c1Cl,49
181163,Cc1c(Cl)cc[n+]([O-])c1C,95
181191,CC(C)(C)OC(=O)NCC1CCNCC1,84
181259,O=C(O)c1ccc(B(O)O)cc1F,63
181275,COC(=O)C1CCCCN1.Cl,21
181290,O=C(O)c1sccc1Br,46
181298,CSCCC(NC(C)=O)C(=O)O,30
181310,CC(NC(=O)c1ccccc1)C(=O)O,30
181334,COc1ccc(Br)c(Cl)c1,46
181351,COC(=O)CC1CCNCC1,95
181363,O=C(O)Cc1ccc([N+](=O)[O-])cc1,30
181397,CCOC(=O)c1ccsc1N,21
181428,Cc1cc(Cl)nc(N)n1,30
181432,Cc1ccc(I)c(Cl)c1,44
181456,COC(=O)c1cccc(N)c1,41
181545,Cc1ccc(Br)c(I)c1,79
181547,Cc1c(F)cccc1I,35
181571,CC(C)(C)OC(=O)N1CSC[C@H]1C(=O)O,21
181679,C=C(CC(=O)OC)C(=O)O,49
181748,CCOC(=O)c1cnc(N)nc1C(F)(F)F,98
181813,COC(=O)c1c(N)cccc1Cl,38
181896,COC(=O)c1ccc(F)c(N)c1.Cl,50
181899,O=C(Nc1ccc(C(=O)O)cc1)OCC1c2ccccc2-c2ccccc21,49
182015,CC(C)(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,33
182038,COC(=O)c1ccc(N)cc1Cl.Cl,53
182061,FC(F)C(F)(F)Oc1cccc(Br)c1,65
182063,Nc1ccc(Cl)nc1Cl,35
182084,CC(C)(C)OC(=O)n1cc(C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)c2ccccc21,40
182105,C[C@H](OCc1ccccc1)[C@@H](NC(=O)OC(C)(C)C)C(=O)O,53
182226,COC(=O)c1cccc(N)c1C,31
182228,COC(=O)c1ccc(C(=O)O)nc1,64
182229,CCOC(=O)CC(=O)O,31
182230,COC(=O)C(N)Cc1ccccc1.Cl,30
182233,COC(=O)c1ccc(F)c(N)c1,53
182236,O=Cc1ccc(B(O)O)cc1,26
182240,COC(=O)c1cc(N)c(F)cc1F,81
182343,Cl.NCc1cccc(I)c1,86
182375,COC(=O)c1cc(Cl)ccc1N,21
182381,O=C(O)C(O)c1ccc(Br)cc1,36
182384,COC(=O)c1ccsc1N,31
182387,O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,44
182421,CNCCN(C)C(=O)OC(C)(C)C,74
182428,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1,49
182430,CC(C)(C)OC(=O)c1ccc(N)cc1,30
182443,COC(=O)c1cnccc1N,53
182514,CCOC(=O)c1cccc(N)c1,29
182520,CCOC(=O)CNC.Cl,30
182601,COC(=O)c1ccc(N)cc1F.Cl,48
182655,COC(=O)c1ccccc1S(=O)(=O)Cl,40
182668,O=C(O)c1c(F)cc(Br)cc1F,35
182670,O=C(O)c1cccc([N+](=O)[O-])c1O,76
182672,O=C(O)CCc1ccc(Br)cc1,46
182676,CCOC(=O)c1cccnc1N,46
182696,CC(C)(C)OC(=O)CCN.Cl,51
182706,COC(=O)[C@H](N)Cc1c[nH]c2ccccc12.Cl,30
182722,COC(=O)c1ccc(N)cc1OC,33
182737,CC(C)(C)OC(=O)NCCC(=O)O,30
182748,O=C(O)c1ccnc(Br)c1,30
182775,CC(C)(C)OC(=O)N1CCCC(N)C1,50
182792,COC(=O)C1CCC(C(=O)O)CC1,56
182806,CC(C)(C)OC(=O)N1CCN(c2ccc(N)nc2)CC1,35
182817,CCOC(=O)c1c(N)sc2c1CCN(C(=O)OCC)C2,47
182829,CC(=O)NC(C)C(=O)O,30
182831,CCCCC(N)C(=O)OC.Cl,50
182833,O=C(O)c1cc2cc(Br)ccc2oc1=O,50
182839,CNCC(=O)OC(C)(C)C.Cl,53
182870,O=C(O)COc1ccc(Br)cc1,33
182912,COC(=O)c1cccc(C(=O)O)n1,70
182922,COC(=O)c1csc(N)n1,29
182931,C[C@@H](N)C(=O)OC(C)(C)C.Cl,65
182932,CC(C)(C)OC(=O)[C@@H](N)c1ccccc1,69
182943,O=C(O)c1ccc([N+](=O)[O-])cc1,41
182950,O=C(O)c1cccc([N+](=O)[O-])c1,30
182958,COC(=O)CCCC(=O)O,46
182989,COC(=O)[C@@H](N)CCCNC(=N)N[N+](=O)[O-].Cl,26
182991,COC(=O)c1cc(OC)c(OC)cc1N,30
183034,COC(=O)c1cc(OC)ccc1N,79
183043,O=C(O)c1cnc2ccc(Br)cc2c1O,86
183053,COC(=O)[C@@H](C)N.Cl,29
183054,Cl.NCC(=O)OCc1ccccc1,21
183055,CC(C)[C@H](N)C(=O)OC(C)(C)C.Cl,45
183059,CC(C)C[C@@H](N)C(=O)OC(C)(C)C.Cl,74
183077,O=C(O)CNC(=O)c1ccccc1I,81
183078,O=C(O)Cc1ccccc1[N+](=O)[O-],30
183080,O=C(O)c1cc(I)ccc1O,26
183111,O=Cc1ccc(B(O)O)o1,49
183127,CC(C)(C)OC(=O)N[C@H]1CC[C@H](N)CC1,94
183136,CC(=O)N1CCC(C(=O)O)CC1,30
183173,CC(C)(C)OC(=O)NCC1CCCNC1,91
